"","Facility_reference_number","License_holder","Site_common_name","Fish_health_zone","Month","Number_of_counts_performed","L.salmonis_motile","L.salmonis_motile_audit","L.salmonis_female","L.salmonis_female_aduit","Chalimus","Chalimus_audit","Caligus","Caligus_audit","Comments","Year_class"
"10213","1079","Grieg Seafood","Steamer","2.3","November","2","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"10313","1705","Grieg Seafood","Williamson","2.3","November","1","6.1",NA,"4.6",NA,"0",NA,"0",NA,"2nd count precluded by harvest","2"
"10411","144","Marine Harvest","Koskimo","2.3","November","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"10512","1338","Marine Harvest","Mahatta E","2.3","November","1","0.9",NA,"0.5",NA,"0",NA,"0",NA,NA,"2"
"10614","1238","Marine Harvest","Mahatta W","2.3","November","1","1.2",NA,"0.6",NA,"0",NA,"0.1",NA,NA,"1"
"10711","1237","Marine Harvest","Monday Rocks","2.3","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"10913","1698","Grieg Seafood","Salten","3.1","November","1","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"11013","303","Marine Harvest","Glacial Creek","3.1","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Brood fish spawning","Broodstock"
"11211","871","Grieg Seafood","Barnes Bay","3.2","November","2","0.4",NA,"0",NA,"0.9",NA,"0.2",NA,NA,"2"
"11312","1401","Cermaq","Brent Island","3.2","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Harvesting","2"
"11412","304","Cermaq","Raza","3.2","November","2","0.7",NA,"0.4",NA,"0.1",NA,"0",NA,NA,"2"
"11512","306","Cermaq","Venture","3.2","November","1","0.1",NA,"0",NA,"0.1",NA,"0.4",NA,NA,"2"
"11613","1581","Marine Harvest","Hardwicke","3.2","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"11710","100","Marine Harvest","Lees Bay","3.2","November","1","2.5",NA,"1",NA,"0",NA,"0",NA,NA,"2"
"11813","78","Marine Harvest","Phillips Arm","3.2","November","1","12.8",NA,"4.2",NA,"2.4",NA,"1.1",NA,"2nd count not performed; follow-up action taken. Area management action planned for January","2"
"11910","211","Marine Harvest","Okisollo","3.2","November","1","1.1",NA,"0.3",NA,"2.3",NA,"2.1",NA,NA,"2"
"1209","380","Marine Harvest","Sonora Pt","3.2","November","1","1.9",NA,"0.6",NA,"0.7",NA,"0.1",NA,NA,"2"
"12211","1825","Grieg Seafood","Bennett Pt","3.3","November","1","1.5",NA,"0.7",NA,"0",NA,"1.1",NA,NA,"1"
"12311","819","Cermaq","Cecil","3.3","November","2","1.9",NA,"1.2",NA,"1.2",NA,"0.1",NA,"Count from brood fish not spawning","1"
"1247","869","Cermaq","Maude Island","3.3","November","2","0.3",NA,"0.2",NA,"0",NA,"0",NA,NA,"2"
"12611","1537","Cermaq","Bare Bluff","2.3","November","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"12712","227","Cermaq","Bawden","2.3","November","2","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"1289","234","Cermaq","Dixon","2.3","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by health management action","1"
"12911","728","Cermaq","Sir Ed","2.3","November","2","0.8",NA,"0.6",NA,"0",NA,"0",NA,NA,"2"
"13013","1586","Marine Harvest","Doctor Islets","2.3","November","1","0.1",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"13115","821","Marine Harvest","Glacier Falls","2.3","November","1","2.5",NA,"1.5",NA,"0.1",NA,"0",NA,NA,"2"
"13212","467","Marine Harvest","Midsummer","2.3","November","2","10.5","10.8","5.6","5.7","1.5","1.8","1.1","1.3","Statistical agreement with farm count on audit day; management action planned for February, ahead of smolt out- migration","2"
"13313","141","Marine Harvest","Port Elizabeth","2.3","November","1","0.1",NA,"0",NA,"0",NA,"0.2",NA,NA,"1"
"13411","1145","Marine Harvest","Potts Bay","2.3","November","1","1.5",NA,"0.9",NA,"0",NA,"0",NA,"Count from brood fish not spawning","Broodstock"
"13511","1059","Marine Harvest","Sargeaunt Pass","2.3","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Harvesting","2"
"13614","465","Marine Harvest","Swanson","2.3","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"13712","739","Marine Harvest","Upper Retreat","2.3","November",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"13813","820","Marine Harvest","Wicklow","2.3","November","1","13.5",NA,"5.6",NA,"2.4",NA,"0.3",NA,"2nd count precluded by management action","1"
"14013","1336","Cermaq","Simmonds","3.4","November","1","3.8",NA,"1.3",NA,"0",NA,"0",NA,"1st count precluded by management action","1"
"14115","892","Marine Harvest","Bell","3.4","November","1","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"14213","1293","Marine Harvest","Duncan","3.4","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"No count data submitted; follow up actions taken. Area management action planned.","1"
"14410","1537","Cermaq","Bare Bluff","2.3","November","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"14511","227","Cermaq","Bawden","2.3","November","2","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"14611","234","Cermaq","Dixon","2.3","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by health management action","1"
"14712","1288","Marine Harvest","Doyle","2.3","November","1","3.2",NA,"1.5",NA,"0.7",NA,"0.2",NA,"1st count precluded by transfer; area management  action planned","1"
"14811","1351","Marine Harvest","Marsh","2.3","November","1","0.2",NA,"0.1",NA,"0.1",NA,"0",NA,NA,"2"
"14913","1350","Marine Harvest","Shelter Bay","2.3","November","2","6.3",NA,"4.2",NA,"0.1",NA,"0.1",NA,"Area-management planned","2"
"15013","831","Marine Harvest","Shelter Pass","2.3","November","2","0.9",NA,"0.3",NA,"0",NA,"0",NA,NA,"1"
"15212","1702","Marine Harvest","Goat Cove","3.5","November","1","16.4","16.9","7.9","8","1.8","0.7","0.7","0.7","Statistical agreement with farm count on audit day. Cause of difference in estimate was identified & follow up actions taken.  Second count precluded by management action","2"
"15312","1580","Marine Harvest","Jackson Pass","3.5","November","1","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"15413","1691","Marine Harvest","Kid Bay","3.5","November",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"15513","884","Marine Harvest","Lochalsh","3.5","November","1","1.8",NA,"1",NA,"0.8",NA,"0",NA,NA,"1"
"1569","1895","Marine Harvest","Sheep Passage","3.5","November","2","1.3",NA,"0.7",NA,"0",NA,"0",NA,NA,"2"
"15911","1537","Cermaq","Bare Bluff","2.3","December","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"16012","169","Cermaq","Barkley","2.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by heath management action","1"
"16115","227","Cermaq","Bawden","2.3","December","1","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"16213","234","Cermaq","Dixon","2.3","December","2","0",NA,"0",NA,"0",NA,"0.1",NA,NA,"1"
"16313","540","Cermaq","Fortune","2.3","December","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"16512","1537","Cermaq","Bare Bluff","2.3","December","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"16612","227","Cermaq","Bawden","2.3","December","2","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"16710","234","Cermaq","Dixon","2.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by health management action","1"
"1689","1291","Cermaq","MacIntyre Lake","2.3","December","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"16910","1507","Cermaq","Millar","2.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"17010","543","Cermaq","Mussel Rock","2.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by health management action","1"
"17114","526","Cermaq","Rant Pt","2.3","December","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"17212","314","Cermaq","Ross Pass","2.3","December","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"17313","527","Cermaq","Saranac","2.3","December","2","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"17412","1472","Cermaq","Westside","2.3","December","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"17611","1789","Grieg Seafood","Concepcion","2.4","December","1","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"17711","1863","Grieg Seafood","Esperanza","2.4","December","1","0.6",NA,"0.4",NA,"0",NA,"0",NA,NA,"2"
"17810","1849","Grieg Seafood","Muchalat N","2.4","December","1","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"17911","1700","Grieg Seafood","Muchalat S","2.4","December","2","0.3",NA,"0.2",NA,"0",NA,"0",NA,NA,"1"
"1808","1079","Grieg Seafood","Steamer","2.4","December","1","0.4",NA,"0.3",NA,"0",NA,"0",NA,NA,"2"
"18112","1705","Grieg Seafood","Williamson","2.4","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Harvesting","2"
"18211","144","Marine Harvest","Koskimo","2.4","December","1","0.2",NA,"0.1",NA,"0.6",NA,"0",NA,NA,"1"
"1835","1338","Marine Harvest","Mahatta E","2.4","December","2","0.8",NA,"0.4",NA,"0",NA,"0",NA,NA,"2"
"1847","1238","Marine Harvest","Mahatta W","2.4","December","2","0.9",NA,"0.5",NA,"0",NA,"0",NA,NA,"2"
"1856","1237","Marine Harvest","Monday Rocks","2.4","December","1","0.3",NA,"0",NA,"0.2",NA,"0",NA,NA,"1"
"1876","303","Marine Harvest","Glacial Creek","3.1","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Brood fish spawning","Broodstock"
"1886","332","Grieg Seafood","Salten","3.1","December","1","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1907","871","Grieg Seafood","Barnes Bay","3.2","December","1","1",NA,"0.4",NA,"0",NA,"0",NA,NA,"2"
"19210","1537","Cermaq","Bare Bluff","2.3","December","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"1938","227","Cermaq","Bawden","2.3","December","2","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"1946","234","Cermaq","Dixon","2.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by health management action","1"
"1957","1401","Cermaq","Brent Island","2.3","December",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"1965","304","Cermaq","Raza","2.3","December","2","1.2",NA,"0.7",NA,"0",NA,"0.1",NA,NA,"2"
"1975","306","Cermaq","Venture","2.3","December","1","0.1",NA,"0",NA,"0.1",NA,"0.4",NA,NA,"2"
"1984","1581","Marine Harvest","Hardwicke","2.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"1995","100","Marine Harvest","Lees Bay","2.3","December","1","0.3",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"2004","211","Marine Harvest","Okisollo","2.3","December","1","3.6",NA,"1.9",NA,"2.8",NA,"2.1",NA,"Count exceeding threshold occurred near month's end so second count not required this month; area management action planned for January","2"
"20110","78","Marine Harvest","Phillips Arm","2.3","December","2","11.2",NA,"5.7",NA,"1.5",NA,"0.5",NA,"Area management planned for January","2"
"2025","380","Marine Harvest","Sonora Pt","2.3","December","1","1.6",NA,"0.5",NA,"0.6",NA,"0.2",NA,NA,"2"
"2044","1825","Grieg Seafood","Bennett Pt","3.3","December","1","2.3",NA,"0.9",NA,"0.9",NA,"0",NA,NA,"1"
"2053","819","Cermaq","Cecil","3.3","December","1","2.3",NA,"1.4",NA,"0",NA,"1",NA,"Count from brood fish not spawning","Broodstock"
"2062","869","Cermaq","Maude Island","3.3","December","3","0.2",NA,"0.2",NA,"0",NA,"0",NA,NA,"2"
"2074","728","Cermaq","Sir Ed","3.3","December","2","0.8",NA,"0.7",NA,"0",NA,"0",NA,NA,"2"
"2082","1586","Marine Harvest","Doctor Islets","3.3","December","1","0.5",NA,"0.2",NA,"0.2",NA,"0.1",NA,NA,"1"
"2093","821","Marine Harvest","Glacier Falls","3.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Harvesting","2"
"2103","1618","Marine Harvest","Humphrey Rocks","3.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"2123","1537","Cermaq","Bare Bluff","2.3","December","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"2133","227","Cermaq","Bawden","2.3","December","2","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"2143","234","Cermaq","Dixon","2.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by health management action","1"
"2152","467","Marine Harvest","Midsummer","2.3","December","2","13.3",NA,"6",NA,"1.8",NA,"1.9",NA,"Management action planned for February, ahead of smolt out-migration","2"
"2163","141","Marine Harvest","Port Elizabeth","2.3","December","1","0.7",NA,"0.3",NA,"0.1",NA,"0.1",NA,NA,"1"
"2173","1145","Marine Harvest","Potts Bay","2.3","December","2","0.3",NA,"0.2",NA,"0",NA,"0",NA,"Count from brood fish not spawning","Broodstock"
"2182","1059","Marine Harvest","Sargeaunt Pass","2.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Harvesting","2"
"2191","465","Marine Harvest","Swanson","2.3","December","1","1.6",NA,"0.5",NA,"3.9",NA,"0.6",NA,NA,"1"
"2203","820","Marine Harvest","Wicklow","2.3","December","1","1.3",NA,"0.7",NA,"0",NA,"0.1",NA,NA,"1"
"2222","1336","Cermaq","Simmonds","3.4","December","2","0.2",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"2232","1288","Marine Harvest","Doyle","3.4","December","2","7.5",NA,"4.1",NA,"0.6",NA,"0.1",NA,"Area-based management action following 2nd count","1"
"2242","892","Marine Harvest","Bell","3.4","December","1","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"2252","1288","Marine Harvest","Doyle","3.4","December","2","7.5",NA,"4.1",NA,"0.6",NA,"0.1",NA,"Area-based management action following 2nd count","1"
"2262","1293","Marine Harvest","Duncan","3.4","December","2","11.8",NA,"6.7",NA,"0",NA,"0.3",NA,"Area-based management action following 2nd count","1"
"2272","1351","Marine Harvest","Marsh","3.4","December","1","1.8",NA,"1",NA,"0.6",NA,"0.3",NA,NA,"2"
"2281","1350","Marine Harvest","Shelter Bay","3.4","December","1","8.1",NA,"4.9",NA,"0",NA,"0.2",NA,"2nd count precluded by management action","2"
"2292","831","Marine Harvest","Shelter Pass","3.4","December","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"2316","1702","Marine Harvest","Goat Cove","3.5","December","1","14.9",NA,"8.4",NA,"0.7",NA,"0.2",NA,"2nd count precluded by management action","2"
"2332","1537","Cermaq","Bare Bluff","2.3","December","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"2342","227","Cermaq","Bawden","2.3","December","2","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"2351","234","Cermaq","Dixon","2.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by health management action","1"
"2361","1580","Marine Harvest","Jackson Pass","2.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by fish transfer","1"
"2371","1896","Marine Harvest","Lime Point","2.3","December","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"2381","884","Marine Harvest","Lochalsh","2.3","December","1","1",NA,"0.5",NA,"0.1",NA,"0",NA,NA,"1"
"2391","1895","Marine Harvest","Sheep Passage","2.3","December","2","1.1",NA,"0.6",NA,"0",NA,"0",NA,NA,"2"
"730","1537","Cermaq","Bare Bluff","2.3","January","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"830","169","Cermaq","Barkley","2.3","January","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"930","227","Cermaq","Bawden","2.3","January",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"1030","234","Cermaq","Dixon","2.3","January","2","0",NA,"0",NA,"0.1",NA,"0.2",NA,NA,"1"
"1130","540","Cermaq","Fortune","2.3","January","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1240","1291","Cermaq","MacIntyre Lake","2.3","January","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"1350","1507","Cermaq","Millar","2.3","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"Fish are being medicated; counts precluded","1"
"1460","543","Cermaq","Mussel Rock","2.3","January","1","0",NA,"0",NA,"0.1",NA,"0.1",NA,NA,"1"
"1550","526","Cermaq","Rant Point","2.3","January","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1670","314","Cermaq","Ross Pass","2.3","January","2","0.1",NA,"0",NA,"0",NA,"0.1",NA,NA,"1"
"1750","527","Cermaq","Saranac","2.3","January","2","0.4",NA,"0.2",NA,"0.3",NA,"0",NA,NA,"1"
"1836","1472","Cermaq","Westside","2.3","January","3","0","0.1","0","0","0.1","0","0","0","Statistical agreement with farm counts on audit day","2"
"2026","1789","Grieg Seafood","Concepcion","2.4","January","1","0.2",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"2124","1863","Grieg Seafood","Esperanza","2.4","January","1","0.2",NA,"0.2",NA,"0",NA,"0",NA,NA,"2"
"2223","1849","Grieg Seafood","Muchalat N","2.4","January","1","1.2",NA,"0.5",NA,"0",NA,"0",NA,NA,"2"
"2317","1700","Grieg Seafood","Muchalat S","2.4","January","1","1.2",NA,"0.7",NA,"0.1",NA,"0",NA,NA,"2"
"2416","1079","Grieg Seafood","Steamer","2.4","January","1","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"2515","144","Marine Harvest","Koskimo","2.4","January","1","3",NA,"0.5",NA,"4.5",NA,"1.9",NA,"Management action planned","1"
"2614","1338","Marine Harvest","Mahatta E","2.4","January","1","0.7",NA,"0.4",NA,"0.5",NA,"0",NA,NA,"2"
"2711","1238","Marine Harvest","Mahatta W","2.4","January","1","0.9",NA,"0.3",NA,"2.4",NA,"0.7",NA,NA,"2"
"2812","1237","Marine Harvest","Monday Rocks","2.4","January","1","1.7",NA,"0.2",NA,"2.2",NA,"1.1",NA,NA,"1"
"3012","332","Grieg Seafood","Salten","3.1","January","1","0.2",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"3214","871","Grieg Seafood","Barnes Bay","3.2","January","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"3310","304","Cermaq","Raza","3.2","January","2","2.2",NA,"0.7",NA,"0.7",NA,"1.4",NA,NA,"2"
"3415","306","Cermaq","Venture","3.2","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"Harvesting","2"
"3511","1581","Marine Harvest","Hardwicke","3.2","January","2","4.3",NA,"1.8",NA,"3.4",NA,"2.2",NA,"Management action underway","1"
"3612","100","Marine Harvest","Lees Bay","3.2","January","1","0.4",NA,"0",NA,"3.2",NA,"0.7",NA,NA,"2"
"3715","211","Marine Harvest","Okisollo","3.2","January","1","1.4",NA,"0.6",NA,"0",NA,"0",NA,"Area management underway","2"
"3811","78","Marine Harvest","Phillips Arm","3.2","January","1","2.1",NA,"1",NA,"0",NA,"0",NA,"Area management underway","2"
"3911","380","Marine Harvest","Sonora Pt","3.2","January","1","11.6",NA,"4.2",NA,"2.7",NA,"1.8",NA,"Management action planned","2"
"4113","1825","Grieg Seafood","Bennett Pt","3.3","January","1","0.1",NA,"0.1",NA,"0.1",NA,"0",NA,NA,"1"
"4215","819","Cermaq","Cecil","3.3","January","2","1.7",NA,"0.8",NA,"1.5",NA,"0.2",NA,"Count from brood fish not in spawning year","1"
"4315","869","Cermaq","Maude Island","3.3","January","2","0.8",NA,"0.4",NA,"1.1",NA,"0.1",NA,NA,"2"
"4413","728","Cermaq","Sir Ed","3.3","January","2","2.3",NA,"1.5",NA,"0.4",NA,"0.3",NA,NA,"2"
"4513","1586","Marine Harvest","Doctor Islets","3.3","January","1","2.7",NA,"0.7",NA,"4.5",NA,"0.6",NA,NA,"1"
"4615","821","Marine Harvest","Glacier Falls","3.3","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"Harvest underway","2"
"4715","1618","Marine Harvest","Humphrey Rocks","3.3","January","1","0.2",NA,"0",NA,"0.8",NA,"0",NA,NA,"1"
"4814","467","Marine Harvest","Midsummer","3.3","January","2","18.5",NA,"11",NA,"5.1",NA,"1.2",NA,"Management action planned for February, ahead of smolt out-migration","2"
"4914","141","Marine Harvest","Port Elizabeth","3.3","January","1","0.5",NA,"0.2",NA,"0.4",NA,"0.1",NA,NA,"1"
"5015","1145","Marine Harvest","Potts Bay","3.3","January","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"5114","1059","Marine Harvest","Sargeaunt Pass","3.3","January",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"5214","465","Marine Harvest","Swanson","3.3","January","1","6.4",NA,"2.3",NA,"7.2",NA,"0.7",NA,"Count exceeding threshold occurred near month's end; management action taken the following month","1"
"5312","820","Marine Harvest","Wicklow","3.3","January","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"5512","1336","Cermaq","Simmonds","3.4","January",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"5613","892","Marine Harvest","Bell","3.4","January","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"5710","1288","Marine Harvest","Doyle","3.4","January","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"5813","1293","Marine Harvest","Duncan","3.4","January","2","1",NA,"0.4",NA,"0",NA,"0",NA,NA,"2"
"5912","1351","Marine Harvest","Marsh","3.4","January","1","1.5",NA,"0.4",NA,"0.5",NA,"0.7",NA,NA,"2"
"6014","1350","Marine Harvest","Shelter Bay","3.4","January","1","10.1",NA,"6.6",NA,"0",NA,"0.1",NA,"Harvesting","2"
"6113","831","Marine Harvest","Shelter Pass","3.4","January",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"6315","1702","Marine Harvest","Goat Cove","3.5","January","2","18.1",NA,"10.9",NA,"0.3",NA,"0.1",NA,"Management action underway","2"
"6412","1580","Marine Harvest","Jackson Pass","3.5","January",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"6512","1896","Marine Harvest","Lime Point","3.5","January","2","1.5",NA,"0.3",NA,"0.3",NA,"0",NA,NA,"1"
"668","884","Marine Harvest","Lochalsh","3.5","January","1","2.6",NA,"0.5",NA,"3.1",NA,"2.2",NA,NA,"1"
"6711","1895","Marine Harvest","Sheep Passage","3.5","January","3","1.5",NA,"0.7",NA,"0",NA,"0",NA,NA,"2"
"7010","1537","Cermaq","Bare Bluff","2.3","February","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"7112","169","Cermaq","Barkley","2.3","February","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"7215","234","Cermaq","Dixon","2.3","February","2","0.1",NA,"0",NA,"0.5",NA,"0.6",NA,NA,"1"
"7314","540","Cermaq","Fortune","2.3","February","1","0.2",NA,"0.1",NA,"0.1",NA,"0.2",NA,NA,"2"
"7416","1291","Cermaq","MacIntyre Lake","2.3","February","2","0.5",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"7514","1507","Cermaq","Millar","2.3","February","1","0",NA,"0",NA,"0.5",NA,"0.1",NA,"Fish are being medicated; 1st count precluded","1"
"7615","543","Cermaq","Mussel Rock","2.3","February","2","0.1",NA,"0",NA,"0.1",NA,"0.1",NA,NA,"1"
"7713","526","Cermaq","Rant Point","2.3","February","2","0.2",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"7814","314","Cermaq","Ross Pass","2.3","February","2","0.1",NA,"0.1",NA,"0.1",NA,"0.2",NA,NA,"1"
"7911","527","Cermaq","Saranac","2.3","February","2","1",NA,"0.5",NA,"0.5",NA,"0.2",NA,NA,"1"
"8011","1472","Cermaq","Westside","2.3","February","1","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"8212","1789","Grieg Seafood","Concepcion","2.4","February","1","0.5",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"8315","1863","Grieg Seafood","Esperanza","2.4","February","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"8412","1849","Grieg Seafood","Muchalat N","2.4","February","1","0.7",NA,"0.4",NA,"0",NA,"0",NA,"Area-based management action underway
Area-based management action underway","1"
"8511","1700","Grieg Seafood","Muchalat S","2.4","February","1","0.7",NA,"0.3",NA,"0",NA,"0",NA,NA,"2"
"8613","1079","Grieg Seafood","Steamer","2.4","February","1","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"8711","144","Marine Harvest","Koskimo","2.4","February","2","3.6",NA,"0.8",NA,"5",NA,"1.8",NA,"Management action planned","1"
"8814","1338","Marine Harvest","Mahatta E","2.4","February","1","1.4",NA,"0.5",NA,"2.3",NA,"0.3",NA,"Area management action planned to initiate March 1","2"
"8912","1238","Marine Harvest","Mahatta W","2.4","February","1","3.9",NA,"1.2",NA,"2.7",NA,"1.1",NA,"Threshold met in the latter half of the month; area management planned","2"
"9014","1237","Marine Harvest","Monday Rocks","2.4","February","2","4",NA,"1",NA,"5.6",NA,"2.9",NA,"Management action underway","1"
"9212","332","Grieg Seafood","Salten","3.1","February","1","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"9311","408","Grieg Seafood","Kunechin","3.1","February","2","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"9511","871","Grieg Seafood","Barnes Bay","3.2","February","1","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"9613","304","Cermaq","Raza","3.2","February","2","0.8",NA,"0.4",NA,"0.3",NA,"0.2",NA,NA,"2"
"9714","306","Cermaq","Venture","3.2","February",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"9815","1581","Marine Harvest","Hardwicke","3.2","February","2","0.6",NA,"0.2",NA,"0.7",NA,"0.3",NA,NA,"1"
"9915","100","Marine Harvest","Lees Bay","3.2","February","2","10.2","9.3","3.1","2.2","5.7","5.1","3.1","3.9","Count meeting threshold occurred toward end of the month; management action initiated. Statsitcal agreement with farm count on audit day.","2"
"10015","211","Marine Harvest","Okisollo","3.2","February","2","0.5",NA,"0.2",NA,"0.4",NA,"0.3",NA,NA,"2"
"10114","78","Marine Harvest","Phillips Arm","3.2","February","1","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"10214","380","Marine Harvest","Sonora Pt","3.2","February","1","1.8",NA,"0.8",NA,"0.1",NA,"0",NA,"Area management underway","2"
"10412","1825","Grieg Seafood","Bennett Pt","3.3","February","1","0.2",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"10513","819","Cermaq","Cecil","3.3","February","1","3.6",NA,"2.1",NA,"0",NA,"0.2",NA,"Broodstock beginning their 2nd winter in seawater. Management action planned","2"
"10615","869","Cermaq","Maude Island","3.3","February","2","1.4",NA,"0.9",NA,"0.2",NA,"0",NA,"Management action underway","2"
"10712","728","Cermaq","Sir Ed","3.3","February","2","3.2",NA,"2.4",NA,"0.2",NA,"0",NA,"Count exceeding threshold occurred mid- month; management action planned","2"
"10813","1586","Marine Harvest","Doctor Islets","3.3","February","1","3.2",NA,"1.3",NA,"5.1",NA,"0.1",NA,"2nd count precluded by management action","1"
"10914","821","Marine Harvest","Glacier Falls","3.3","February",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
