year,farm_name,lep_av,cal_av,ref,month
2015,Site 13,0.03,0,746,7
2015,Site 13,2.23,0,746,8
2015,Site 13,5.38,0.68,746,9
2015,Site 13,4.15,0,746,9
2015,Site 13,NA,NA,746,10
2015,Site 13,0.48,0,746,11
2015,Site 13,0.75,0,746,11
2015,Site 13,1.65,0,746,12
2016,Site 13,0.88,0,746,1
2016,Site 13,NA,NA,746,2
2016,Site 13,NA,NA,746,3
2016,Site 13,0.28,0,746,7
2016,Site 13,0.1,0,746,8
2016,Site 13,0.13,0,746,9
2016,Site 13,0.05,0,746,10
2016,Site 13,0.25,0,746,11
2016,Site 13,0.22,0.07,746,12
2017,Site 13,0.58,0.03,746,1
2017,Site 13,1.1,0,746,2
2017,Site 13,1.18,0.13,746,3
2017,Site 13,1.45,0,746,3
2017,Site 13,NA,NA,746,4
2017,Site 13,NA,NA,746,5
2017,Site 13,NA,NA,746,10
2017,Site 13,0.13,0.35,746,11
2017,Site 13,0.25,0.58,746,12
2018,Site 13,0.93,0,746,1
2018,Site 13,0.6,0.1,746,2
2018,Site 13,0.03,0,746,3
2018,Site 13,NA,NA,746,3
2018,Site 13,0.03,0,746,4
2018,Site 13,0.1,0,746,4
2018,Site 13,0,0,746,5
2018,Site 13,0.05,0,746,5
2018,Site 13,0,0,746,6
2018,Site 13,0,0,746,6
2018,Site 13,0.13,0,746,7
2018,Site 13,0.23,0,746,8
2018,Site 13,0.3,0,746,9
2018,Site 13,0.58,0,746,10
2018,Site 13,NA,NA,746,11
2018,Site 13,NA,NA,746,12
2019,Site 13,NA,NA,746,1
2019,Site 13,NA,NA,746,2
2019,Site 13,NA,NA,746,3
2019,Site 13,0,0.08,746,4
2019,Site 13,0,0,746,4
2019,Site 13,0,0.1,746,5
2019,Site 13,NA,NA,746,5
2019,Site 13,0,0.38,746,6
2019,Site 13,0,0.4,746,6
2019,Site 13,0.03,0.05,746,7
2019,Site 13,0.03,0.15,746,8
2019,Site 13,0.05,0,746,9
2019,Site 13,0.45,0.1,746,10
2019,Site 13,0.75,0.3,746,11
2019,Site 13,0.75,0,746,12
2020,Site 13,0.63,0.15,746,1
2020,Site 13,0.23,0.08,746,2
2020,Site 13,0.05,0.1,746,3
2020,Site 13,0.48,0,746,3
2020,Site 13,0.5,0,746,3
2020,Site 13,0.28,0,746,4
2020,Site 13,0.63,0,746,4
2020,Site 13,0.38,0,746,4
2020,Site 13,0.2,0,746,4
2020,Site 13,0.23,0.08,746,5
2020,Site 13,0.18,0.08,746,5
2020,Site 13,1.08,0.15,746,5
2020,Site 13,0.95,0.35,746,5
2020,Site 13,0.78,0.33,746,5
2020,Site 13,1.88,0,746,6
2020,Site 13,0.5,0.03,746,6
2020,Site 13,NA,NA,746,7
2020,Site 13,0.53,0,746,8
2020,Site 13,0.35,0,746,9
2020,Site 13,NA,NA,746,10
2020,Site 13,NA,NA,746,11
2021,Site 13,0,0,746,5
2021,Site 13,0,0,746,5
2021,Site 13,0,0,746,6
2021,Site 13,0,0,746,6
2021,Site 13,0,0,746,6
2021,Site 13,0,0,746,7
2021,Site 13,0,0,746,7
2021,Site 13,0,0,746,8
2021,Site 13,0,0,746,8
2021,Site 13,0.28,0,746,9
2021,Site 13,2.18,0,746,10
2021,Site 13,0.2,0,746,11
2021,Site 13,0.08,0,746,11
2021,Site 13,0.08,0,746,12
2021,Site 13,0.28,0,746,12
2021,Site 13,0.23,0,746,12
2021,Site 13,0.08,0.03,746,12
2011,Site 9,NA,NA,412,12
2012,Site 9,0,0,412,1
2012,Site 9,0,0,412,2
2012,Site 9,0,0,412,3
2012,Site 9,0,0,412,3
2012,Site 9,NA,NA,412,4
2015,Site 9,NA,NA,412,6
2015,Site 9,0.03,0,412,7
2015,Site 9,0.08,0,412,8
2015,Site 9,0.1,0,412,9
2015,Site 9,NA,NA,412,10
2015,Site 9,0.16,0.04,412,11
2015,Site 9,0.04,0.01,412,11
2015,Site 9,NA,NA,412,12
2016,Site 9,0.18,0.02,412,1
2016,Site 9,0.12,0.02,412,2
2016,Site 9,0,0,412,3
2016,Site 9,0.07,0.03,412,3
2016,Site 9,0.16,0.02,412,3
2016,Site 9,0.3,0,412,4
2016,Site 9,0.12,0,412,4
2016,Site 9,0.53,0.02,412,5
2016,Site 9,0.78,0,412,5
2016,Site 9,0.3,0,412,6
2016,Site 9,NA,NA,412,6
2011,Sonora Point,NA,NA,380,1
2011,Sonora Point,0.18,0.4,380,2
2011,Sonora Point,0.32,1.5,380,3
2011,Sonora Point,0.47,1.4,380,3
2011,Sonora Point,1.37,2.13,380,4
2011,Sonora Point,0.43,0.08,380,4
2011,Sonora Point,0.05,0,380,5
2011,Sonora Point,0.07,0.03,380,5
2011,Sonora Point,0,0,380,6
2011,Sonora Point,NA,NA,380,6
2011,Sonora Point,0.03,0.15,380,7
2011,Sonora Point,0.48,9.15,380,8
2011,Sonora Point,1,4.67,380,9
2011,Sonora Point,0.85,0.6,380,9
2011,Sonora Point,0.13,0.78,380,10
2011,Sonora Point,0.08,0.38,380,11
2011,Sonora Point,0.07,0.18,380,11
2011,Sonora Point,0.07,0.83,380,12
2011,Sonora Point,0.57,1.07,380,12
2012,Sonora Point,0.12,2.22,380,1
2012,Sonora Point,0.7,0.82,380,2
2012,Sonora Point,0.87,0.83,380,3
2012,Sonora Point,1.17,3,380,3
2012,Sonora Point,1.12,1.6,380,4
2012,Sonora Point,3.05,2.17,380,4
2012,Sonora Point,2.85,0.77,380,5
2012,Sonora Point,0.28,0.1,380,5
2012,Sonora Point,NA,NA,380,6
2012,Sonora Point,0.08,0.08,380,7
2012,Sonora Point,NA,NA,380,8
2014,Sonora Point,NA,NA,380,3
2014,Sonora Point,0.95,0.05,380,4
2014,Sonora Point,0.92,0.07,380,4
2014,Sonora Point,1.52,1.5,380,5
2014,Sonora Point,1.58,0.67,380,5
2014,Sonora Point,1.8,2.38,380,6
2014,Sonora Point,2.7,0.48,380,6
2014,Sonora Point,0.03,0,380,7
2014,Sonora Point,NA,NA,380,8
2014,Sonora Point,0,0.05,380,9
2014,Sonora Point,0.55,0,380,10
2014,Sonora Point,0.58,0.13,380,11
2014,Sonora Point,0.55,0.2,380,12
2015,Sonora Point,4.18,1.85,380,1
2015,Sonora Point,NA,NA,380,2
2015,Sonora Point,NA,NA,380,3
2015,Sonora Point,NA,NA,380,4
2015,Sonora Point,0.05,0,380,6
2015,Sonora Point,NA,NA,380,6
2015,Sonora Point,0,0,380,7
2015,Sonora Point,0.22,0,380,8
2015,Sonora Point,1.65,0.3,380,9
2015,Sonora Point,2.02,0.32,380,10
2015,Sonora Point,3.72,0.08,380,10
2015,Sonora Point,4.8,0.23,380,11
2015,Sonora Point,0.1,0,380,12
2015,Sonora Point,0.1,0,380,12
2016,Sonora Point,0.05,0.02,380,1
2016,Sonora Point,0.18,0,380,2
2016,Sonora Point,0.08,0,380,2
2016,Sonora Point,0.05,0.4,380,3
2016,Sonora Point,0.03,0.05,380,3
2016,Sonora Point,0.05,0.12,380,4
2016,Sonora Point,0.38,0,380,4
2016,Sonora Point,0.32,0,380,5
2016,Sonora Point,0.32,0.03,380,5
2016,Sonora Point,0.6,0,380,6
2016,Sonora Point,1.18,0,380,6
2016,Sonora Point,0,0,380,8
2016,Sonora Point,0,0,380,9
2016,Sonora Point,0.1,0.03,380,9
2016,Sonora Point,0.15,0,380,10
2016,Sonora Point,0.92,0,380,10
2016,Sonora Point,1.58,0,380,11
2016,Sonora Point,2.92,0.68,380,11
2016,Sonora Point,5.75,0.4,380,11
2016,Sonora Point,10.9,1.58,380,12
2016,Sonora Point,9.78,1.15,380,12
2017,Sonora Point,8.4,0.13,380,1
2017,Sonora Point,1.15,0,380,1
2017,Sonora Point,0.38,0,380,2
2017,Sonora Point,0.08,0.05,380,2
2017,Sonora Point,0.33,0,380,2
2017,Sonora Point,0.18,0,380,3
2017,Sonora Point,0.1,0,380,3
2017,Sonora Point,0.2,0,380,3
2017,Sonora Point,0.28,0,380,3
2017,Sonora Point,0.18,0,380,3
2017,Sonora Point,0.4,0,380,4
2017,Sonora Point,0.15,0,380,4
2017,Sonora Point,0.1,0,380,4
2017,Sonora Point,0,0.02,380,5
2017,Sonora Point,0.18,0,380,5
2017,Sonora Point,0.12,0,380,5
2017,Sonora Point,0.05,0.13,380,5
2017,Sonora Point,0.18,0.02,380,6
2017,Sonora Point,0.33,0,380,6
2017,Sonora Point,0.38,0.07,380,6
2017,Sonora Point,0.2,0,380,7
2017,Sonora Point,0.7,0.1,380,7
2017,Sonora Point,NA,NA,380,8
2017,Sonora Point,NA,NA,380,9
2018,Sonora Point,0,0.15,380,5
2018,Sonora Point,0,0.25,380,5
2018,Sonora Point,0,1.15,380,6
2018,Sonora Point,0.03,0.8,380,6
2018,Sonora Point,0.05,0.37,380,6
2018,Sonora Point,0.02,0.1,380,7
2018,Sonora Point,0.08,1.15,380,7
2018,Sonora Point,0.08,4.07,380,7
2018,Sonora Point,0.13,4.67,380,7
2018,Sonora Point,0.2,2.23,380,7
2018,Sonora Point,0.5,2.4,380,8
2018,Sonora Point,0.48,1.63,380,8
2018,Sonora Point,0.33,5.86,380,8
2018,Sonora Point,0.25,0.35,380,8
2018,Sonora Point,0.42,0,380,9
2018,Sonora Point,0.53,1.63,380,9
2018,Sonora Point,0.38,1.58,380,9
2018,Sonora Point,0.5,0.38,380,9
2018,Sonora Point,0.65,1.22,380,10
2018,Sonora Point,0.8,0.88,380,10
2018,Sonora Point,0.67,0.68,380,10
2018,Sonora Point,0.85,0.5,380,10
2018,Sonora Point,0.45,0.62,380,10
2018,Sonora Point,1.35,1.38,380,11
2018,Sonora Point,0.7,0.4,380,11
2018,Sonora Point,1.45,1.28,380,11
2018,Sonora Point,1.88,0.7,380,11
2018,Sonora Point,2.15,0.22,380,12
2018,Sonora Point,1.32,0.03,380,12
2018,Sonora Point,1.75,0.4,380,12
2018,Sonora Point,2.3,0.42,380,12
2019,Sonora Point,2.4,0.43,380,1
2019,Sonora Point,1.7,0.75,380,1
2019,Sonora Point,3.7,0,380,1
2019,Sonora Point,2.65,1.02,380,1
2019,Sonora Point,2.83,0.88,380,1
2019,Sonora Point,0.6,0,380,2
2019,Sonora Point,0.2,0.05,380,2
2019,Sonora Point,0.1,0,380,2
2019,Sonora Point,0.5,0.1,380,3
2019,Sonora Point,0.03,0,380,3
2019,Sonora Point,0.23,0.1,380,3
2019,Sonora Point,0.08,0.07,380,3
2019,Sonora Point,0.2,0.08,380,4
2019,Sonora Point,0.07,0.12,380,4
2019,Sonora Point,0.15,0,380,4
2019,Sonora Point,0.17,0.22,380,5
2019,Sonora Point,0,0,380,5
2019,Sonora Point,0.13,0.15,380,5
2019,Sonora Point,0.13,0.03,380,5
2019,Sonora Point,0.12,0.25,380,5
2019,Sonora Point,0.15,0.18,380,6
2019,Sonora Point,0.28,0.1,380,6
2019,Sonora Point,0.2,0.13,380,6
2019,Sonora Point,0.13,0.18,380,6
2019,Sonora Point,0.28,0.13,380,7
2019,Sonora Point,0.43,0.25,380,7
2019,Sonora Point,0.25,0,380,7
2019,Sonora Point,0.3,0,380,7
2019,Sonora Point,NA,NA,380,8
2019,Sonora Point,NA,NA,380,9
2019,Sonora Point,0.07,0.12,380,11
2019,Sonora Point,0.15,0.1,380,12
2019,Sonora Point,0.07,1.3,380,12
2019,Sonora Point,0.1,0.23,380,12
2019,Sonora Point,0.05,0.33,380,12
2020,Sonora Point,0.25,1.97,380,1
2020,Sonora Point,0.28,0.43,380,1
2020,Sonora Point,1.78,1.23,380,1
2020,Sonora Point,2.03,1.78,380,1
2020,Sonora Point,1.03,3.4,380,2
2020,Sonora Point,0.6,0,380,3
2020,Sonora Point,0.73,0.03,380,3
2020,Sonora Point,0.53,0.03,380,3
2020,Sonora Point,0.28,0.08,380,4
2020,Sonora Point,0.35,0,380,4
2020,Sonora Point,0.23,0,380,4
2020,Sonora Point,0.25,0.02,380,4
2020,Sonora Point,0.25,0.03,380,4
2020,Sonora Point,0.3,0,380,5
2020,Sonora Point,0.28,0,380,5
2020,Sonora Point,0.3,0,380,5
2020,Sonora Point,0.4,0.05,380,5
2020,Sonora Point,0.38,0,380,6
2020,Sonora Point,0.6,0,380,6
2020,Sonora Point,0.72,0.03,380,6
2020,Sonora Point,0.35,0.03,380,6
2020,Sonora Point,0.72,0.07,380,6
2020,Sonora Point,0.7,0,380,7
2020,Sonora Point,1.05,0.33,380,7
2020,Sonora Point,1.3,0,380,7
2020,Sonora Point,1.28,0,380,7
2020,Sonora Point,1.93,0.15,380,8
2020,Sonora Point,2.77,0.29,380,8
2020,Sonora Point,2.43,0,380,8
2020,Sonora Point,5.53,0.45,380,9
2020,Sonora Point,4.85,0.78,380,9
2020,Sonora Point,5.31,0,380,9
2020,Sonora Point,NA,NA,380,10
2020,Sonora Point,NA,NA,380,11
2011,Steamer,0.15,0,1079,1
2011,Steamer,0.25,0.05,1079,2
2011,Steamer,0.28,0,1079,3
2011,Steamer,0.48,0,1079,3
2011,Steamer,0.08,0,1079,4
2011,Steamer,0.21,0,1079,4
2011,Steamer,0.25,0,1079,5
2011,Steamer,0.19,0,1079,5
2011,Steamer,0.9,0,1079,6
2011,Steamer,NA,NA,1079,7
2011,Steamer,6.02,0,1079,8
2011,Steamer,5.92,0,1079,8
2011,Steamer,NA,NA,1079,9
2011,Steamer,NA,NA,1079,10
2014,Steamer,NA,NA,1079,5
2014,Steamer,0,0,1079,6
2014,Steamer,0.08,0,1079,7
2014,Steamer,0.28,0.18,1079,8
2014,Steamer,0.2,0,1079,9
2014,Steamer,0.23,0.07,1079,10
2014,Steamer,0.33,0,1079,11
2014,Steamer,0.25,0,1079,12
2015,Steamer,0.1,0,1079,1
2015,Steamer,0.02,0,1079,2
2015,Steamer,0.03,0.02,1079,3
2015,Steamer,0.02,0,1079,3
2015,Steamer,0.03,0,1079,4
2015,Steamer,0.1,0,1079,4
2015,Steamer,0.02,0,1079,5
2015,Steamer,NA,NA,1079,5
2015,Steamer,0,0,1079,6
2015,Steamer,0.7,0.1,1079,6
2015,Steamer,NA,NA,1079,6
2015,Steamer,1.2,0,1079,7
2015,Steamer,NA,NA,1079,8
2015,Steamer,NA,NA,1079,9
2015,Steamer,0,0,1079,10
2015,Steamer,0.09,0,1079,11
2015,Steamer,0.03,0,1079,12
2016,Steamer,0.02,0,1079,1
2016,Steamer,0,0,1079,2
2016,Steamer,0,0,1079,3
2016,Steamer,0.02,0,1079,3
2016,Steamer,0.08,0,1079,4
2016,Steamer,0.07,0,1079,4
2016,Steamer,0.1,0,1079,5
2016,Steamer,0.15,0,1079,5
2016,Steamer,0.05,0.1,1079,6
2016,Steamer,0.37,0.03,1079,6
2016,Steamer,0.75,0,1079,7
2016,Steamer,NA,NA,1079,8
2016,Steamer,7.18,0.02,1079,9
2016,Steamer,8.48,0,1079,9
2016,Steamer,8.48,0,1079,10
2016,Steamer,9.72,0,1079,11
2016,Steamer,9.42,0,1079,12
2016,Steamer,9.63,0,1079,12
2016,Steamer,8.57,0,1079,12
2017,Steamer,10.6,0,1079,1
2017,Steamer,12.42,0,1079,1
2017,Steamer,12.13,0,1079,2
2017,Steamer,20.1,0,1079,2
2017,Steamer,14.35,0,1079,3
2017,Steamer,17.77,0,1079,3
2017,Steamer,0.95,0,1079,4
2017,Steamer,2.08,0.03,1079,4
2017,Steamer,2.58,0,1079,4
2017,Steamer,3,0,1079,5
2017,Steamer,NA,NA,1079,5
2017,Steamer,NA,NA,1079,6
2017,Steamer,NA,NA,1079,7
2017,Steamer,NA,NA,1079,11
2017,Steamer,0,0,1079,12
2018,Steamer,0,0,1079,1
2018,Steamer,0,0,1079,2
2018,Steamer,0.03,0,1079,3
2018,Steamer,0.02,0,1079,3
2018,Steamer,0,0,1079,4
2018,Steamer,0,0.03,1079,4
2018,Steamer,0.07,0.03,1079,5
2018,Steamer,0.17,0.1,1079,5
2018,Steamer,0.03,0.05,1079,6
2018,Steamer,0.4,0,1079,6
2018,Steamer,7.6,1.85,1079,7
2018,Steamer,28.26,0,1079,8
2018,Steamer,13.95,0,1079,9
2018,Steamer,3.45,0,1079,10
2018,Steamer,2.43,0.3,1079,11
2018,Steamer,0.34,0,1079,11
2018,Steamer,0.34,0,1079,11
2018,Steamer,0.37,0,1079,12
2019,Steamer,0.48,0,1079,1
2019,Steamer,1.01,0,1079,2
2019,Steamer,1.75,0,1079,3
2019,Steamer,0.26,0,1079,3
2019,Steamer,0.28,0,1079,3
2019,Steamer,0.6,0.03,1079,4
2019,Steamer,2.15,0,1079,4
2019,Steamer,14.17,0,1079,5
2019,Steamer,6.25,0,1079,5
2019,Steamer,1.21,0,1079,6
2019,Steamer,1.71,0,1079,6
2019,Steamer,3.43,0,1079,6
2019,Steamer,NA,NA,1079,7
2019,Steamer,NA,NA,1079,8
2019,Steamer,NA,NA,1079,12
2020,Steamer,0,0.02,1079,1
2020,Steamer,0,0.07,1079,2
2020,Steamer,0,0,1079,3
2020,Steamer,0.02,0.05,1079,3
2020,Steamer,0,0,1079,3
2020,Steamer,0.03,0.07,1079,3
2020,Steamer,0,0,1079,3
2020,Steamer,0,0.17,1079,4
2020,Steamer,0,0,1079,4
2020,Steamer,0.05,0.02,1079,4
2020,Steamer,0,0,1079,4
2020,Steamer,0.05,0.02,1079,5
2020,Steamer,0,0,1079,5
2020,Steamer,0.07,0.08,1079,5
2020,Steamer,0.18,0.15,1079,5
2020,Steamer,0.72,0.43,1079,6
2020,Steamer,0.32,0.03,1079,6
2020,Steamer,0.52,0.24,1079,6
2020,Steamer,1.87,0.02,1079,7
2020,Steamer,1.37,0,1079,7
2020,Steamer,0.05,0,1079,7
2020,Steamer,6.09,0.02,1079,9
2020,Steamer,11.57,0.32,1079,9
2020,Steamer,0.38,0,1079,9
2020,Steamer,4.12,0,1079,10
2020,Steamer,0.37,0.02,1079,10
2020,Steamer,0.4,0,1079,11
2020,Steamer,0.5,0,1079,11
2020,Steamer,0.75,0,1079,11
2020,Steamer,0.8,0,1079,12
2020,Steamer,0.39,0,1079,12
2021,Steamer,0.23,0,1079,1
2021,Steamer,0.42,0,1079,1
2021,Steamer,0.52,0,1079,1
2021,Steamer,0.53,0,1079,1
2021,Steamer,0.93,0.02,1079,2
2021,Steamer,1.05,0,1079,2
2021,Steamer,0.06,0,1079,2
2021,Steamer,0.15,0,1079,3
2021,Steamer,0.02,0,1079,3
2021,Steamer,0.15,0,1079,3
2021,Steamer,0.08,0,1079,3
2021,Steamer,0.13,0,1079,4
2021,Steamer,0.18,0.02,1079,4
2021,Steamer,0.3,0,1079,4
2021,Steamer,0.13,0,1079,4
2021,Steamer,0.2,0,1079,4
2021,Steamer,0.22,0.02,1079,5
2021,Steamer,0.48,0.05,1079,5
2021,Steamer,0.25,0,1079,5
2021,Steamer,0.48,0,1079,5
2021,Steamer,1.48,0.16,1079,5
2021,Steamer,0.09,0.04,1079,5
2021,Steamer,0.1,0.07,1079,6
2021,Steamer,0.25,0,1079,6
2021,Steamer,NA,NA,1079,7
2021,Steamer,NA,NA,1079,8
2021,Steamer,NA,NA,1079,12
2011,Swanson,0.25,0,465,1
2011,Swanson,0.08,0,465,1
2011,Swanson,0,0,465,2
2011,Swanson,0,0.05,465,3
2011,Swanson,0,0.07,465,3
2011,Swanson,0,0.22,465,4
2011,Swanson,0,0.2,465,4
2011,Swanson,0.02,0.7,465,5
2011,Swanson,0.05,0.27,465,5
2011,Swanson,0.18,0,465,6
2011,Swanson,0.12,0,465,6
2011,Swanson,0.28,0.87,465,7
2011,Swanson,0.62,0.72,465,8
2011,Swanson,1.53,0,465,9
2011,Swanson,0.95,0.28,465,10
2011,Swanson,2.5,0.87,465,10
2011,Swanson,3.35,0.62,465,11
2011,Swanson,NA,NA,465,12
2012,Swanson,NA,NA,465,4
2012,Swanson,0,0,465,5
2012,Swanson,NA,NA,465,6
2012,Swanson,0.23,0.53,465,7
2012,Swanson,NA,NA,465,8
2012,Swanson,0.53,0.33,465,9
2012,Swanson,0.43,0.27,465,10
2012,Swanson,NA,NA,465,11
2012,Swanson,0.53,0.38,465,12
2013,Swanson,1.97,1.3,465,1
2013,Swanson,0.08,0.02,465,2
2013,Swanson,0.07,0,465,2
2013,Swanson,0,0,465,3
2013,Swanson,NA,NA,465,3
2013,Swanson,0,0,465,4
2013,Swanson,0,0,465,4
2013,Swanson,0.02,0,465,5
2013,Swanson,0.1,0,465,5
2013,Swanson,0.22,0,465,6
2013,Swanson,0.38,0,465,6
2013,Swanson,0.1,0.18,465,7
2013,Swanson,0.27,0.62,465,8
2013,Swanson,NA,NA,465,9
2013,Swanson,5.2,0.18,465,10
2013,Swanson,10.28,0,465,11
2013,Swanson,0,0,465,12
2014,Swanson,0.02,0,465,1
2014,Swanson,0,0,465,1
2014,Swanson,0,0,465,2
2014,Swanson,NA,NA,465,3
2014,Swanson,NA,NA,465,4
2014,Swanson,NA,NA,465,5
2014,Swanson,NA,NA,465,11
2014,Swanson,0.5,0.62,465,12
2015,Swanson,2.27,0.68,465,1
2015,Swanson,3.25,3.8,465,2
2015,Swanson,1.08,0.08,465,3
2015,Swanson,0.38,0.02,465,3
2015,Swanson,0.03,0.02,465,4
2015,Swanson,0.1,0.07,465,4
2015,Swanson,0.1,0.27,465,5
2015,Swanson,0.07,0.45,465,5
2015,Swanson,0.12,0.05,465,6
2015,Swanson,0.18,1.25,465,6
2015,Swanson,0.48,1.82,465,7
2015,Swanson,0.34,0.2,465,8
2015,Swanson,NA,NA,465,9
2015,Swanson,1.28,0.02,465,10
2015,Swanson,1.72,0.45,465,11
2015,Swanson,NA,NA,465,12
2016,Swanson,NA,NA,465,1
2016,Swanson,NA,NA,465,2
2016,Swanson,NA,NA,465,3
2016,Swanson,0.07,0,465,4
2016,Swanson,0.03,0.22,465,5
2016,Swanson,NA,NA,465,5
2016,Swanson,0.07,0.35,465,6
2016,Swanson,0.03,0.13,465,6
2016,Swanson,0.08,0.28,465,7
2016,Swanson,0.08,1.08,465,7
2016,Swanson,0.02,0.17,465,8
2016,Swanson,0.08,0.12,465,8
2016,Swanson,0.28,0.37,465,9
2016,Swanson,0.33,0.3,465,10
2016,Swanson,0.27,0.07,465,10
2016,Swanson,0.35,0.47,465,11
2016,Swanson,1.42,0.38,465,11
2016,Swanson,1.43,0.15,465,12
2016,Swanson,1.32,0.12,465,12
2017,Swanson,1.63,0.3,465,1
2017,Swanson,0.35,0.02,465,2
2017,Swanson,0.23,0,465,2
2017,Swanson,0.03,0,465,2
2017,Swanson,0.1,0,465,3
2017,Swanson,0.03,0.07,465,3
2017,Swanson,0,0,465,3
2017,Swanson,0.02,0,465,3
2017,Swanson,0.05,0,465,3
2017,Swanson,0.07,0,465,4
2017,Swanson,0.03,0,465,4
2017,Swanson,0.02,0,465,4
2017,Swanson,0.03,0.08,465,4
2017,Swanson,0.03,0.05,465,5
2017,Swanson,0.03,0,465,5
2017,Swanson,0.02,0,465,5
2017,Swanson,0.03,0.13,465,5
2017,Swanson,0,0,465,6
2017,Swanson,0,0,465,6
2017,Swanson,0.08,0.22,465,6
2017,Swanson,0.08,0.1,465,6
2017,Swanson,0.2,0.35,465,6
2017,Swanson,0.13,0.23,465,7
2017,Swanson,0.13,0.1,465,7
2017,Swanson,0.2,0.3,465,7
2017,Swanson,0.25,0.98,465,7
2017,Swanson,0.2,0,465,8
2017,Swanson,0.3,0.32,465,8
2017,Swanson,0.2,0.4,465,8
2017,Swanson,0.88,0.57,465,8
2017,Swanson,1.03,0,465,8
2017,Swanson,0.78,0.43,465,9
2017,Swanson,0.97,0.55,465,9
2017,Swanson,1.2,0.18,465,9
2017,Swanson,2.63,0.2,465,10
2017,Swanson,1.93,0.15,465,10
2017,Swanson,1.27,0.15,465,10
2017,Swanson,1.18,0.18,465,10
2017,Swanson,1.3,0.23,465,10
2017,Swanson,1.68,0.2,465,11
2017,Swanson,NA,NA,465,12
2018,Swanson,NA,NA,465,3
2018,Swanson,0,0.08,465,4
2018,Swanson,0,0.02,465,5
2018,Swanson,0,0.2,465,5
2018,Swanson,0.05,0.08,465,5
2018,Swanson,0.12,0.02,465,5
2018,Swanson,0.02,0.08,465,6
2018,Swanson,NA,NA,465,6
2018,Swanson,0,0.58,465,7
2018,Swanson,0.03,0.45,465,7
2018,Swanson,0.02,0.17,465,8
2018,Swanson,0,0.1,465,8
2018,Swanson,0.05,0.18,465,8
2018,Swanson,0.12,0.42,465,8
2018,Swanson,0.1,0.15,465,8
2018,Swanson,0.05,0.1,465,9
2018,Swanson,0.05,0.2,465,9
2018,Swanson,0.05,0.13,465,9
2018,Swanson,0.05,0.03,465,9
2018,Swanson,0.08,0,465,10
2018,Swanson,0.13,1.07,465,10
2018,Swanson,0.13,0.25,465,10
2018,Swanson,0.22,0.28,465,10
2018,Swanson,0.15,0.15,465,11
2018,Swanson,0.2,1.08,465,11
2018,Swanson,0.33,0.83,465,11
2018,Swanson,0.35,0.58,465,11
2018,Swanson,0.2,0.55,465,12
2018,Swanson,0.14,0.31,465,12
2019,Swanson,0.48,0.33,465,1
2019,Swanson,0.25,0.25,465,1
2019,Swanson,0.5,0.15,465,1
2019,Swanson,0.27,0.5,465,1
2019,Swanson,0.6,0.38,465,1
2019,Swanson,0.45,0.85,465,2
2019,Swanson,0.33,0.1,465,2
2019,Swanson,0.47,1.05,465,2
2019,Swanson,0.48,0.4,465,2
2019,Swanson,0.2,2.72,465,3
2019,Swanson,0.28,0.1,465,3
2019,Swanson,0.1,0.57,465,3
2019,Swanson,0.08,0.03,465,3
2019,Swanson,0.03,0,465,4
2019,Swanson,0.05,0,465,4
2019,Swanson,0.08,0,465,4
2019,Swanson,0.02,0.08,465,4
2019,Swanson,0.03,0.2,465,4
2019,Swanson,0.02,0,465,4
2019,Swanson,0.02,0.02,465,5
2019,Swanson,0,0.12,465,5
2019,Swanson,0,0.1,465,5
2019,Swanson,0,0.17,465,5
2019,Swanson,0,0.17,465,5
2019,Swanson,0.1,0.07,465,6
2019,Swanson,0.03,0.18,465,6
2019,Swanson,0.05,0.42,465,6
2019,Swanson,0.05,0.18,465,7
2019,Swanson,0,0.28,465,7
2019,Swanson,0.2,0.37,465,7
2019,Swanson,0.18,0.75,465,7
2019,Swanson,0.38,0.3,465,8
2019,Swanson,0.25,0.15,465,8
2019,Swanson,0.43,1,465,8
2019,Swanson,0.48,0.98,465,8
2019,Swanson,0.75,0.58,465,9
2019,Swanson,0.98,0.5,465,9
2019,Swanson,0.76,1.16,465,9
2019,Swanson,0.89,0.7,465,9
2019,Swanson,1.31,0.75,465,9
2019,Swanson,1.32,0.48,465,10
2019,Swanson,0.78,0.12,465,10
2019,Swanson,0.53,0.65,465,10
2019,Swanson,0.43,0,465,10
2019,Swanson,0.43,0,465,11
2019,Swanson,0.37,0,465,11
2019,Swanson,0.4,0.28,465,11
2019,Swanson,0.53,0.02,465,11
2019,Swanson,0.48,0.35,465,12
2019,Swanson,0.3,0.03,465,12
2019,Swanson,0.38,0.15,465,12
2019,Swanson,0.33,0,465,12
2019,Swanson,0.2,0.35,465,12
2020,Swanson,0.34,0.18,465,1
2020,Swanson,NA,NA,465,2
2021,Swanson,0,0,465,3
2021,Swanson,0,0,465,3
2021,Swanson,0,0.22,465,3
2021,Swanson,0,0.1,465,3
2021,Swanson,0,0.33,465,3
2021,Swanson,0.1,0.1,465,4
2021,Swanson,0,0.6,465,4
2021,Swanson,0.25,0.53,465,4
2021,Swanson,0,0.07,465,4
2021,Swanson,0.1,0.68,465,5
2021,Swanson,0.37,0.62,465,5
2021,Swanson,0.13,0.55,465,5
2021,Swanson,0.02,0.12,465,5
2021,Swanson,0.38,1.6,465,5
2021,Swanson,0.4,0.81,465,6
2021,Swanson,0.4,1.67,465,6
